date,hors,u,v,ws,wd,wf1
2009-07-02 17:00:00,17,1.4,-2.1,2.52,146.21,0.01
2009-07-02 18:00:00,18,1.64,-2.39,2.9,145.54,0.01
2009-07-02 19:00:00,19,1.95,-2.85,3.46,145.57,0.01
2009-07-02 20:00:00,20,2.26,-3.32,4.02,145.73,0.01
2009-07-02 21:00:00,21,2.44,-3.58,4.33,145.78,0.08
2009-07-02 22:00:00,22,2.39,-3.47,4.21,145.51,0.025
2009-07-02 23:00:00,23,2.21,-3.09,3.8,144.44,0.08
2009-07-03 00:00:00,24,2.03,-2.57,3.27,141.68,0.201
2009-07-03 01:00:00,1,2.06,-2.14,2.97,136.14,0.12
2009-07-03 02:00:00,2,2.12,-1.92,2.86,132.13,0.035
2009-07-03 03:00:00,3,2.37,-1.71,2.93,125.85,0.05
2009-07-03 04:00:00,4,2.74,-1.53,3.14,119.18,0.08
2009-07-03 05:00:00,5,3.13,-1.36,3.41,113.51,0.065
2009-07-03 06:00:00,6,3.42,-1.19,3.63,109.2,0.14
2009-07-03 07:00:00,7,3.57,-1.03,3.72,106.16,0.08
2009-07-03 08:00:00,8,3.65,-0.96,3.77,104.81,0.055
2009-07-03 09:00:00,9,3.8,-1.08,3.95,105.91,0.025
2009-07-03 10:00:00,10,4.1,-1.45,4.35,109.48,0.04
2009-07-03 11:00:00,11,4.45,-1.99,4.87,114.04,0.1
2009-07-03 12:00:00,12,4.71,-2.57,5.37,118.64,0.175
2009-07-03 13:00:00,13,4.79,-3.11,5.71,123.01,0.13
2009-07-03 14:00:00,14,4.78,-3.55,5.96,126.57,0.095
2009-07-03 15:00:00,15,4.86,-3.86,6.21,128.44,0.095
2009-07-03 16:00:00,16,5.14,-4.02,6.52,128,0.19
2009-07-03 17:00:00,17,5.55,-4.02,6.85,125.89,0.221
2009-07-03 18:00:00,18,5.99,-3.88,7.14,122.88,0.226
2009-07-03 19:00:00,19,6.37,-3.61,7.32,119.55,0.301
2009-07-03 20:00:00,20,6.62,-3.32,7.41,116.63,0.421
2009-07-03 21:00:00,21,6.7,-3.11,7.38,114.89,0.486
2009-07-03 22:00:00,22,6.56,-3.04,7.23,114.87,0.476
2009-07-03 23:00:00,23,6.2,-3,6.88,115.84,0.476
2009-07-04 00:00:00,24,5.62,-2.83,6.3,116.74,0.521
2009-07-04 01:00:00,1,5.46,-2.26,5.91,112.45,0.476
2009-07-04 02:00:00,2,4.87,-2.29,5.38,115.22,0.501
2009-07-04 03:00:00,3,4.39,-2.17,4.89,116.34,0.662
2009-07-04 04:00:00,4,4,-1.96,4.45,116.08,0.747
2009-07-04 05:00:00,5,3.67,-1.73,4.06,115.24,0.622
2009-07-04 06:00:00,6,3.35,-1.57,3.7,115.13,0.406
2009-07-04 07:00:00,7,3.02,-1.55,3.4,117.07,0.19
2009-07-04 08:00:00,8,2.83,-1.66,3.28,120.38,0.11
2009-07-04 09:00:00,9,2.95,-1.91,3.52,122.89,0.075
2009-07-04 10:00:00,10,3.49,-2.28,4.17,123.15,0.135
2009-07-04 11:00:00,11,4.25,-2.73,5.05,122.74,0.11
2009-07-04 12:00:00,12,4.93,-3.21,5.88,123.03,0.201
2009-07-04 13:00:00,13,5.32,-3.66,6.46,124.48,0.386
2009-07-04 14:00:00,14,5.41,-4.03,6.75,126.69,0.461
2009-07-04 15:00:00,15,5.24,-4.28,6.77,129.28,0.451
2009-07-04 16:00:00,16,4.88,-4.39,6.56,131.93,0.376
2009-07-04 17:00:00,17,4.56,-4.41,6.34,134.02,0.266
2009-07-04 18:00:00,18,4.51,-4.43,6.32,134.46,0.241
2009-07-04 19:00:00,19,4.87,-4.5,6.63,132.75,0.236
2009-07-04 20:00:00,20,5.23,-4.45,6.87,130.4,0.226
2009-07-04 21:00:00,21,5.1,-4.08,6.53,128.7,0.271
2009-07-04 22:00:00,22,4.16,-3.27,5.3,128.19,0.271
2009-07-04 23:00:00,23,2.92,-2.24,3.68,127.53,0.296
2009-07-05 00:00:00,24,2.07,-1.3,2.45,122,0.19
2009-07-05 01:00:00,1,3.52,-1.02,3.66,106.24,0.12
2009-07-05 02:00:00,2,3.22,-0.85,3.33,104.72,0.195
2009-07-05 03:00:00,3,3.11,-0.67,3.18,102.23,0.281
2009-07-05 04:00:00,4,3.12,-0.51,3.17,99.29,0.221
2009-07-05 05:00:00,5,3.21,-0.38,3.24,96.8,0.14
2009-07-05 06:00:00,6,3.32,-0.32,3.34,95.47,0.216
2009-07-05 07:00:00,7,3.39,-0.32,3.41,95.41,0.281
2009-07-05 08:00:00,8,3.43,-0.32,3.44,95.31,0.206
2009-07-05 09:00:00,9,3.43,-0.22,3.43,93.59,0.185
2009-07-05 10:00:00,10,3.41,0.03,3.41,89.44,0.246
2009-07-05 11:00:00,11,3.4,0.27,3.41,85.52,0.266
2009-07-05 12:00:00,12,3.44,0.27,3.45,85.48,0.165
2009-07-05 13:00:00,13,3.56,-0.09,3.56,91.44,0.025
2009-07-05 14:00:00,14,3.66,-0.67,3.72,100.35,0.01
2009-07-05 15:00:00,15,3.66,-1.24,3.87,108.78,0
2009-07-05 16:00:00,16,3.5,-1.64,3.87,115.06,0.01
2009-07-05 17:00:00,17,3.35,-1.84,3.82,118.78,0.035
2009-07-05 18:00:00,18,3.4,-1.88,3.89,118.86,0.03
2009-07-05 19:00:00,19,3.79,-1.79,4.19,115.24,0.02
2009-07-05 20:00:00,20,4.23,-1.61,4.53,110.89,0.045
2009-07-05 21:00:00,21,4.34,-1.4,4.56,107.86,0.07
2009-07-05 22:00:00,22,3.89,-1.18,4.06,106.89,0.085
2009-07-05 23:00:00,23,3.16,-0.96,3.31,106.88,0.065
2009-07-06 00:00:00,24,2.61,-0.74,2.71,105.76,0.015
2009-07-06 01:00:00,1,2.81,-0.95,2.97,108.7,0.01
2009-07-06 02:00:00,2,2.79,-0.95,2.94,108.75,0.035
2009-07-06 03:00:00,3,2.57,-1.23,2.85,115.61,0.09
2009-07-06 04:00:00,4,2.25,-1.65,2.79,126.18,0.115
2009-07-06 05:00:00,5,1.98,-1.93,2.77,134.25,0.06
2009-07-06 06:00:00,6,1.91,-1.79,2.62,133.12,0.05
2009-07-06 07:00:00,7,2.14,-1.07,2.4,116.54,0.03
2009-07-06 08:00:00,8,2.54,-0.13,2.54,92.97,0
2009-07-06 09:00:00,9,2.9,0.53,2.94,79.63,0
2009-07-06 10:00:00,10,3.09,0.56,3.14,79.78,0.04
2009-07-06 11:00:00,11,3.23,0.14,3.23,87.43,0.04
2009-07-06 12:00:00,12,3.48,-0.38,3.5,96.18,0.09
2009-07-06 13:00:00,13,3.96,-0.75,4.03,100.69,0.125
2009-07-06 14:00:00,14,4.59,-1,4.7,102.26,0.085
2009-07-06 15:00:00,15,5.25,-1.23,5.39,103.22,0.055
2009-07-06 16:00:00,16,5.83,-1.52,6.02,104.6,0.085
2009-07-06 17:00:00,17,6.31,-1.77,6.55,105.64,0.211
2009-07-06 18:00:00,18,6.69,-1.85,6.94,105.46,0.266
2009-07-06 19:00:00,19,6.94,-1.71,7.15,103.87,0.185
2009-07-06 20:00:00,20,6.9,-1.6,7.08,103.03,0.16
2009-07-06 21:00:00,21,6.37,-1.81,6.62,105.82,0.075
2009-07-06 22:00:00,22,5.27,-2.51,5.84,115.42,0.175
2009-07-06 23:00:00,23,3.93,-3.27,5.11,129.73,0.12
2009-07-07 00:00:00,24,2.79,-3.52,4.49,141.54,0.02
2009-07-07 01:00:00,1,2.3,-2.16,3.15,133.26,0.05
2009-07-07 02:00:00,2,1.95,-1.51,2.46,127.73,0.07
2009-07-07 03:00:00,3,1.8,-1.07,2.1,120.81,0.005
2009-07-07 04:00:00,4,1.84,-0.82,2.01,113.94,0
2009-07-07 05:00:00,5,2.06,-0.68,2.17,108.21,0.03
2009-07-07 06:00:00,6,2.47,-0.6,2.54,103.66,0.02
2009-07-07 07:00:00,7,3.06,-0.54,3.11,100.05,0.075
2009-07-07 08:00:00,8,3.72,-0.51,3.76,97.82,0.105
2009-07-07 09:00:00,9,4.35,-0.53,4.39,96.98,0.16
2009-07-07 10:00:00,10,4.85,-0.64,4.89,97.5,0.18
2009-07-07 11:00:00,11,5.16,-0.88,5.24,99.69,0.231
2009-07-07 12:00:00,12,5.29,-1.33,5.45,104.08,0.306
2009-07-07 13:00:00,13,5.23,-1.98,5.59,110.73,0.286
2009-07-07 14:00:00,14,5.1,-2.61,5.73,117.07,0.246
2009-07-07 15:00:00,15,5.08,-2.94,5.87,120.04,0.306
2009-07-07 16:00:00,16,5.26,-2.79,5.96,117.93,0.306
2009-07-07 17:00:00,17,5.59,-2.44,6.1,113.56,0.306
2009-07-07 18:00:00,18,5.94,-2.26,6.36,110.8,0.316
2009-07-07 19:00:00,19,6.22,-2.5,6.71,111.9,0.381
2009-07-07 20:00:00,20,6.37,-2.91,7,114.6,0.411
2009-07-07 21:00:00,21,6.32,-3.11,7.04,116.18,0.426
2009-07-07 22:00:00,22,6.04,-2.8,6.65,114.89,0.391
2009-07-07 23:00:00,23,5.56,-2.16,5.97,111.27,0.346
2009-07-08 00:00:00,24,4.95,-1.48,5.17,106.63,0.316
2009-07-08 01:00:00,1,5.45,-1.1,5.56,101.4,0.271
2009-07-08 02:00:00,2,5.12,-0.82,5.18,99.12,0.276
2009-07-08 03:00:00,3,4.73,-0.82,4.8,99.83,0.226
2009-07-08 04:00:00,4,4.3,-1,4.42,103.1,0.276
2009-07-08 05:00:00,5,3.87,-1.22,4.05,107.51,0.216
2009-07-08 06:00:00,6,3.42,-1.31,3.67,110.92,0.145
2009-07-08 07:00:00,7,3.01,-1.18,3.23,111.4,0.1
2009-07-08 08:00:00,8,2.7,-1.03,2.89,110.88,0.07
2009-07-08 09:00:00,9,2.62,-1.15,2.86,113.62,0.06
2009-07-08 10:00:00,10,2.81,-1.71,3.29,121.35,0.06
2009-07-08 11:00:00,11,3.03,-2.53,3.95,129.89,0.045
2009-07-08 12:00:00,12,3.01,-3.34,4.49,137.99,0.045
2009-07-08 13:00:00,13,2.54,-3.9,4.65,146.93,0.085
2009-07-08 14:00:00,14,1.82,-4.21,4.59,156.57,0.085
2009-07-08 15:00:00,15,1.15,-4.32,4.47,165.05,0.08
2009-07-08 16:00:00,16,0.76,-4.27,4.34,169.96,0.095
2009-07-08 17:00:00,17,0.62,-4.15,4.19,171.52,0.05
2009-07-08 18:00:00,18,0.66,-4.01,4.06,170.67,0.035
2009-07-08 19:00:00,19,0.79,-3.9,3.98,168.6,0.055
2009-07-08 20:00:00,20,0.86,-3.76,3.86,167.15,0.04
2009-07-08 21:00:00,21,0.72,-3.49,3.56,168.4,0.035
2009-07-08 22:00:00,22,0.28,-3.04,3.05,174.71,0.02
2009-07-08 23:00:00,23,-0.22,-2.58,2.59,184.79,0.025
2009-07-09 00:00:00,24,-0.47,-2.33,2.37,191.46,0.06
2009-07-09 01:00:00,1,-0.29,-2.33,2.35,187.01,0.03
2009-07-09 02:00:00,2,-0.04,-2.45,2.45,180.91,0.045
2009-07-09 03:00:00,3,0.1,-2.5,2.5,177.71,0.065
2009-07-09 04:00:00,4,0.13,-2.45,2.45,177.04,0.075
2009-07-09 05:00:00,5,0,-2.21,2.21,179.99,0.135
2009-07-09 06:00:00,6,-0.33,-1.68,1.71,190.96,0.185
2009-07-09 07:00:00,7,-0.86,-0.84,1.2,225.51,0.075
2009-07-09 08:00:00,8,-1.43,0.1,1.43,273.82,0.005
2009-07-09 09:00:00,9,-1.82,0.85,2.01,295,0
2009-07-09 10:00:00,10,-1.9,1.21,2.26,302.49,0
2009-07-09 11:00:00,11,-1.8,1.25,2.19,304.94,0.03
2009-07-09 12:00:00,12,-1.69,1.12,2.03,303.42,0.03
2009-07-09 13:00:00,13,-1.75,0.93,1.98,298.06,0
2009-07-09 14:00:00,14,-1.96,0.79,2.11,291.96,0
2009-07-09 15:00:00,15,-2.26,0.76,2.38,288.63,0
2009-07-09 16:00:00,16,-2.59,0.9,2.75,289.24,0
2009-07-09 17:00:00,17,-2.86,1.19,3.1,292.57,0
2009-07-09 18:00:00,18,-2.95,1.56,3.34,297.86,0.015
2009-07-09 19:00:00,19,-2.8,1.96,3.42,305.03,0.005
2009-07-09 20:00:00,20,-2.48,2.3,3.38,312.77,0.025
2009-07-09 21:00:00,21,-2.14,2.47,3.27,319.11,0.095
2009-07-09 22:00:00,22,-1.88,2.43,3.07,322.29,0.085
2009-07-09 23:00:00,23,-1.72,2.27,2.84,322.84,0.13
2009-07-10 00:00:00,24,-1.66,2.12,2.69,321.91,0.12
2009-07-10 01:00:00,1,-1.52,2.82,3.2,331.68,0.095
2009-07-10 02:00:00,2,-1.22,2.9,3.15,337.25,0.095
2009-07-10 03:00:00,3,-1,3.01,3.17,341.64,0.1
2009-07-10 04:00:00,4,-0.85,3.12,3.23,344.72,0.16
2009-07-10 05:00:00,5,-0.75,3.19,3.28,346.7,0.19
2009-07-10 06:00:00,6,-0.69,3.19,3.27,347.89,0.165
2009-07-10 07:00:00,7,-0.63,3.1,3.17,348.48,0.105
2009-07-10 08:00:00,8,-0.64,2.99,3.06,347.93,0.09
2009-07-10 09:00:00,9,-0.76,2.94,3.04,345.5,0.1
2009-07-10 10:00:00,10,-1.02,3.02,3.19,341.41,0.095
2009-07-10 11:00:00,11,-1.28,3.17,3.42,338.04,0.11
2009-07-10 12:00:00,12,-1.39,3.32,3.6,337.28,0.11
2009-07-10 13:00:00,13,-1.22,3.4,3.61,340.33,0.005
2009-07-10 14:00:00,14,-0.77,3.49,3.57,347.54,0
2009-07-10 15:00:00,15,-0.1,3.67,3.67,358.51,0.04
2009-07-10 16:00:00,16,0.75,4.01,4.08,10.61,0.165
2009-07-10 17:00:00,17,1.65,4.4,4.7,20.52,0.266
2009-07-10 18:00:00,18,2.46,4.72,5.32,27.49,0.326
2009-07-10 19:00:00,19,3.05,4.86,5.74,32.1,0.351
2009-07-10 20:00:00,20,3.31,4.76,5.8,34.83,0.361
2009-07-10 21:00:00,21,3.13,4.37,5.38,35.63,0.311
2009-07-10 22:00:00,22,2.49,3.72,4.47,33.84,0.306
2009-07-10 23:00:00,23,1.68,3.01,3.45,29.07,0.291
2009-07-11 00:00:00,24,1.06,2.55,2.77,22.61,0.281
2009-07-11 01:00:00,1,1.18,3.35,3.55,19.43,0.236
2009-07-11 02:00:00,2,1.03,3.24,3.4,17.63,0.366
2009-07-11 03:00:00,3,1.19,3.19,3.4,20.44,0.381
2009-07-11 04:00:00,4,1.56,3.17,3.54,26.24,0.421
2009-07-11 05:00:00,5,1.98,3.14,3.72,32.2,0.481
2009-07-11 06:00:00,6,2.25,3.06,3.8,36.29,0.451
2009-07-11 07:00:00,7,2.27,2.89,3.67,38.12,0.466
2009-07-11 08:00:00,8,2.32,2.63,3.51,41.31,0.476
2009-07-11 09:00:00,9,2.76,2.31,3.59,50.07,0.501
2009-07-11 10:00:00,10,3.78,1.93,4.25,62.94,0.421
2009-07-11 11:00:00,11,4.9,1.6,5.15,71.95,0.251
2009-07-11 12:00:00,12,5.42,1.39,5.6,75.59,0.19
2009-07-11 13:00:00,13,4.94,1.38,5.13,74.37,0.226
2009-07-11 14:00:00,14,4.03,1.46,4.29,70.09,0.18
2009-07-11 15:00:00,15,3.51,1.48,3.81,67.15,0.065
2009-07-11 16:00:00,16,3.98,1.33,4.2,71.49,0.115
2009-07-11 17:00:00,17,5.14,1.06,5.25,78.39,0.306
2009-07-11 18:00:00,18,6.43,0.71,6.47,83.68,0.471
2009-07-11 19:00:00,19,7.38,0.34,7.39,87.37,0.596
2009-07-11 20:00:00,20,7.77,-0.17,7.77,91.24,0.657
2009-07-11 21:00:00,21,7.42,-0.95,7.48,97.26,0.586
2009-07-11 22:00:00,22,6.29,-2.04,6.62,107.94,0.576
2009-07-11 23:00:00,23,4.86,-3.13,5.78,122.83,0.627
2009-07-12 00:00:00,24,3.69,-3.82,5.32,135.99,0.546
2009-07-12 01:00:00,1,4.62,-3.82,6,129.58,0.521
2009-07-12 02:00:00,2,4.61,-3.76,5.95,129.18,0.351
2009-07-12 03:00:00,3,4.38,-3.46,5.58,128.26,0.536
2009-07-12 04:00:00,4,4.02,-3,5.02,126.75,0.617
2009-07-12 05:00:00,5,3.59,-2.48,4.36,124.69,0.566
2009-07-12 06:00:00,6,3.16,-2,3.74,122.32,0.411
2009-07-12 07:00:00,7,2.81,-1.63,3.24,120.09,0.291
2009-07-12 08:00:00,8,2.62,-1.38,2.97,117.8,0.291
2009-07-12 09:00:00,9,2.71,-1.27,3,115.16,0.391
2009-07-12 10:00:00,10,3.13,-1.29,3.38,112.48,0.446
2009-07-12 11:00:00,11,3.71,-1.4,3.96,110.63,0.496
2009-07-12 12:00:00,12,4.26,-1.53,4.52,109.76,0.276
2009-07-12 13:00:00,13,4.63,-1.65,4.92,109.56,0.075
2009-07-12 14:00:00,14,4.93,-1.71,5.21,109.11,0.18
2009-07-12 15:00:00,15,5.3,-1.68,5.56,107.55,0.211
2009-07-12 16:00:00,16,5.85,-1.54,6.05,104.78,0.296
2009-07-12 17:00:00,17,6.51,-1.4,6.66,102.16,0.291
2009-07-12 18:00:00,18,7.13,-1.37,7.26,100.85,0.296
2009-07-12 19:00:00,19,7.56,-1.51,7.71,101.31,0.376
2009-07-12 20:00:00,20,7.55,-1.75,7.75,103.06,0.401
2009-07-12 21:00:00,21,6.8,-1.95,7.08,106.04,0.371
2009-07-12 22:00:00,22,5.21,-2.03,5.59,111.27,0.286
2009-07-12 23:00:00,23,3.36,-2.01,3.91,120.86,0.175
2009-07-13 00:00:00,24,1.99,-1.95,2.79,134.42,0.105
2009-07-13 01:00:00,1,2.62,-2.18,3.41,129.77,0.07
2009-07-13 02:00:00,2,2.4,-2.03,3.14,130.28,0.135
2009-07-13 03:00:00,3,2.43,-1.82,3.04,126.78,0.165
2009-07-13 04:00:00,4,2.65,-1.58,3.09,120.74,0.236
2009-07-13 05:00:00,5,2.9,-1.35,3.2,114.97,0.306
2009-07-13 06:00:00,6,3.03,-1.2,3.26,111.57,0.336
2009-07-13 07:00:00,7,2.94,-1.14,3.15,111.19,0.296
2009-07-13 08:00:00,8,2.86,-1.1,3.07,111.11,0.236
2009-07-13 09:00:00,9,3.09,-0.99,3.24,107.79,0.201
2009-07-13 10:00:00,10,3.8,-0.75,3.87,101.14,0.291
2009-07-13 11:00:00,11,4.75,-0.56,4.78,96.67,0.321
2009-07-13 12:00:00,12,5.58,-0.64,5.62,96.55,0.291
2009-07-13 13:00:00,13,6.02,-1.15,6.13,100.85,0.326
2009-07-13 14:00:00,14,6.18,-1.92,6.47,107.23,0.486
2009-07-13 15:00:00,15,6.29,-2.67,6.83,113.04,0.451
2009-07-13 16:00:00,16,6.51,-3.23,7.26,116.4,0.576
2009-07-13 17:00:00,17,6.83,-3.63,7.73,117.99,0.667
2009-07-13 18:00:00,18,7.21,-3.98,8.24,118.91,0.712
2009-07-13 19:00:00,19,7.57,-4.34,8.72,119.83,0.787
2009-07-13 20:00:00,20,7.67,-4.53,8.91,120.59,0.827
2009-07-13 21:00:00,21,7.25,-4.34,8.45,120.92,0.847
2009-07-13 22:00:00,22,6.16,-3.63,7.16,120.52,0.672
2009-07-13 23:00:00,23,4.8,-2.67,5.49,119.12,0.511
2009-07-14 00:00:00,24,3.64,-1.81,4.07,116.39,0.331
2009-07-14 01:00:00,1,4.11,-1.41,4.34,108.95,0.18
2009-07-14 02:00:00,2,3.5,-1.01,3.65,106.13,0.221
2009-07-14 03:00:00,3,3.15,-0.71,3.23,102.74,0.281
2009-07-14 04:00:00,4,2.99,-0.51,3.03,99.64,0.371
2009-07-14 05:00:00,5,2.91,-0.4,2.94,97.89,0.476
2009-07-14 06:00:00,6,2.81,-0.4,2.84,98.2,0.416
2009-07-14 07:00:00,7,2.62,-0.51,2.67,101.05,0.401
2009-07-14 08:00:00,8,2.45,-0.69,2.55,105.81,0.286
2009-07-14 09:00:00,9,2.47,-0.92,2.63,110.44,0.221
2009-07-14 10:00:00,10,2.75,-1.17,2.99,113,0.19
2009-07-14 11:00:00,11,3.15,-1.5,3.49,115.52,0.316
2009-07-14 12:00:00,12,3.43,-2,3.97,120.33,0.211
2009-07-14 13:00:00,13,3.43,-2.7,4.36,128.19,0.17
2009-07-14 14:00:00,14,3.32,-3.41,4.76,135.78,0.185
2009-07-14 15:00:00,15,3.33,-3.92,5.14,139.65,0.18
2009-07-14 16:00:00,16,3.62,-4.05,5.43,138.25,0.175
2009-07-14 17:00:00,17,4.08,-3.91,5.65,133.82,0.211
2009-07-14 18:00:00,18,4.53,-3.66,5.82,128.89,0.276
2009-07-14 19:00:00,19,4.81,-3.4,5.89,125.25,0.246
2009-07-14 20:00:00,20,4.78,-3.11,5.7,123.04,0.231
2009-07-14 21:00:00,21,4.33,-2.72,5.12,122.12,0.236
2009-07-14 22:00:00,22,3.45,-2.19,4.09,122.48,0.231
2009-07-14 23:00:00,23,2.45,-1.6,2.93,123.17,0.211
2009-07-15 00:00:00,24,1.77,-1.05,2.06,120.62,0.145
2009-07-15 01:00:00,1,3.24,-1.41,3.53,113.56,0.075
2009-07-15 02:00:00,2,3.34,-0.87,3.46,104.61,0.065
2009-07-15 03:00:00,3,3.28,-0.27,3.29,94.7,0.04
2009-07-15 04:00:00,4,3.09,0.35,3.11,83.45,0.05
2009-07-15 05:00:00,5,2.85,0.95,3,71.62,0.065
2009-07-15 06:00:00,6,2.63,1.45,3,61.11,0.08
2009-07-15 07:00:00,7,2.48,1.82,3.07,53.65,0.04
2009-07-15 08:00:00,8,2.4,2.09,3.19,48.97,0.06
2009-07-15 09:00:00,9,2.39,2.3,3.32,46.19,0.135
2009-07-15 10:00:00,10,2.42,2.48,3.47,44.25,0.115
2009-07-15 11:00:00,11,2.36,2.7,3.59,41.14,0.12
2009-07-15 12:00:00,12,2.08,3,3.65,34.67,0.1
2009-07-15 13:00:00,13,1.5,3.42,3.74,23.59,0.09
2009-07-15 14:00:00,14,0.8,3.95,4.03,11.43,0.04
2009-07-15 15:00:00,15,0.23,4.53,4.53,2.85,0.135
2009-07-15 16:00:00,16,-0.02,5.12,5.12,359.73,0.216
2009-07-15 17:00:00,17,0.06,5.6,5.6,0.59,0.226
2009-07-15 18:00:00,18,0.43,5.86,5.87,4.23,0.211
2009-07-15 19:00:00,19,1.03,5.81,5.9,10.01,0.201
2009-07-15 20:00:00,20,1.61,5.58,5.8,16.13,0.306
2009-07-15 21:00:00,21,1.93,5.33,5.67,19.94,0.271
2009-07-15 22:00:00,22,1.84,5.18,5.49,19.56,0.316
2009-07-15 23:00:00,23,1.64,4.99,5.25,18.23,0.371
2009-07-16 00:00:00,24,1.77,4.56,4.9,21.19,0.331
2009-07-16 01:00:00,1,0.53,4.63,4.66,6.5,0.366
2009-07-16 02:00:00,2,0.66,4.3,4.35,8.68,0.366
2009-07-16 03:00:00,3,1.12,3.81,3.97,16.34,0.366
2009-07-16 04:00:00,4,1.78,3.18,3.65,29.27,0.406
2009-07-16 05:00:00,5,2.51,2.51,3.55,44.98,0.356
2009-07-16 06:00:00,6,3.13,1.87,3.65,59.21,0.281
2009-07-16 07:00:00,7,3.53,1.29,3.76,69.88,0.326
2009-07-16 08:00:00,8,3.75,0.72,3.82,79.15,0.471
2009-07-16 09:00:00,9,3.88,0.04,3.88,89.41,0.431
2009-07-16 10:00:00,10,4.01,-0.79,4.09,101.19,0.165
2009-07-16 11:00:00,11,4.16,-1.62,4.46,111.29,0.256
2009-07-16 12:00:00,12,4.35,-2.23,4.89,117.15,0.261
2009-07-16 13:00:00,13,4.6,-2.47,5.22,118.23,0.17
2009-07-16 14:00:00,14,4.9,-2.41,5.46,116.18,0.115
2009-07-16 15:00:00,15,5.25,-2.19,5.69,112.63,0.145
2009-07-16 16:00:00,16,5.63,-1.92,5.95,108.8,0.145
2009-07-16 17:00:00,17,5.95,-1.59,6.16,105,0.165
2009-07-16 18:00:00,18,6.08,-1.19,6.19,101.04,0.201
2009-07-16 19:00:00,19,5.94,-0.7,5.98,96.73,0.261
2009-07-16 20:00:00,20,5.53,-0.28,5.54,92.91,0.206
2009-07-16 21:00:00,21,4.89,-0.11,4.89,91.24,0.251
2009-07-16 22:00:00,22,4.06,-0.29,4.07,94.11,0.256
2009-07-16 23:00:00,23,3.07,-0.71,3.15,102.97,0.391
2009-07-17 00:00:00,24,1.94,-1.16,2.26,120.73,0.241
2009-07-17 01:00:00,1,2.39,-1.19,2.67,116.53,0.15
2009-07-17 02:00:00,2,1.9,-1.47,2.4,127.63,0.135
2009-07-17 03:00:00,3,1.33,-1.78,2.22,143.38,0.145
2009-07-17 04:00:00,4,0.73,-2.04,2.16,160.33,0.206
2009-07-17 05:00:00,5,0.21,-2.05,2.06,174.19,0.135
2009-07-17 06:00:00,6,-0.13,-1.63,1.63,184.47,0.02
2009-07-17 07:00:00,7,-0.21,-0.67,0.7,197.32,0
