date,hors,u,v,ws,wd,wf6
2009-07-04 19:00:00,19,3.13,-0.84,3.24,104.99,0.039
2009-07-04 20:00:00,20,2.65,-0.11,2.65,92.42,0.026
2009-07-04 21:00:00,21,2.03,0.41,2.07,78.48,0.013
2009-07-04 22:00:00,22,1.33,0.6,1.46,65.8,0.013
2009-07-04 23:00:00,23,0.65,0.56,0.86,49.05,0.013
2009-07-05 00:00:00,24,0.08,0.49,0.5,8.94,0
2009-07-05 01:00:00,1,0.85,0.87,1.21,44.19,0
2009-07-05 02:00:00,2,0.82,1.44,1.66,29.49,0
2009-07-05 03:00:00,3,0.95,1.95,2.16,25.97,0
2009-07-05 04:00:00,4,1.17,2.36,2.64,26.37,0
2009-07-05 05:00:00,5,1.42,2.69,3.04,27.75,0
2009-07-05 06:00:00,6,1.61,2.93,3.34,28.79,0.053
2009-07-05 07:00:00,7,1.68,3.06,3.49,28.81,0.132
2009-07-05 08:00:00,8,1.6,3.05,3.44,27.62,0.171
2009-07-05 09:00:00,9,1.31,2.86,3.15,24.7,0.211
2009-07-05 10:00:00,10,0.86,2.46,2.6,19.21,0.171
2009-07-05 11:00:00,11,0.45,1.9,1.95,13.39,0.079
2009-07-05 12:00:00,12,0.38,1.24,1.3,17.09,0.013
2009-07-05 13:00:00,13,0.82,0.56,1,55.58,0
2009-07-05 14:00:00,14,1.54,0.02,1.54,89.16,0
2009-07-05 15:00:00,15,2.18,-0.21,2.19,95.61,0
2009-07-05 16:00:00,16,2.5,-0.05,2.5,91.2,0
2009-07-05 17:00:00,17,2.6,0.3,2.62,83.41,0
2009-07-05 18:00:00,18,2.7,0.56,2.76,78.2,0.013
2009-07-05 19:00:00,19,2.92,0.55,2.97,79.36,0.039
2009-07-05 20:00:00,20,3.15,0.44,3.18,82.09,0.053
2009-07-05 21:00:00,21,3.2,0.51,3.24,81.02,0.039
2009-07-05 22:00:00,22,2.94,0.94,3.09,72.26,0.053
2009-07-05 23:00:00,23,2.5,1.6,2.97,57.38,0.053
2009-07-06 00:00:00,24,2.04,2.24,3.03,42.29,0.197
2009-07-06 01:00:00,1,4.3,-0.65,4.34,98.56,0.039
2009-07-06 02:00:00,2,3.33,-1.51,3.66,114.44,0.013
2009-07-06 03:00:00,3,1.91,-2.09,2.83,137.58,0.013
2009-07-06 04:00:00,4,0.31,-2.37,2.39,172.53,0.013
2009-07-06 05:00:00,5,-1.06,-2.3,2.53,204.86,0.039
2009-07-06 06:00:00,6,-1.79,-1.78,2.52,225.22,0.039
2009-07-06 07:00:00,7,-1.59,-0.81,1.78,242.97,0.013
2009-07-06 08:00:00,8,-0.77,0.25,0.81,287.8,0
2009-07-06 09:00:00,9,0.19,0.96,0.98,11.15,0.013
2009-07-06 10:00:00,10,0.92,0.99,1.35,42.93,0.013
2009-07-06 11:00:00,11,1.39,0.45,1.46,72.15,0.026
2009-07-06 12:00:00,12,1.65,-0.45,1.71,105.32,0
2009-07-06 13:00:00,13,1.76,-1.49,2.3,130.24,0
2009-07-06 14:00:00,14,1.8,-2.44,3.03,143.52,0
2009-07-06 15:00:00,15,1.87,-3.08,3.61,148.72,0
2009-07-06 16:00:00,16,2.02,-3.28,3.85,148.45,0.053
2009-07-06 17:00:00,17,2.13,-3.25,3.89,146.77,0.079
2009-07-06 18:00:00,18,2.08,-3.3,3.9,147.76,0.053
2009-07-06 19:00:00,19,1.76,-3.65,4.05,154.22,0.053
2009-07-06 20:00:00,20,1.24,-4.25,4.43,163.78,0.053
2009-07-06 21:00:00,21,0.59,-4.96,4.99,173.2,0.026
2009-07-06 22:00:00,22,-0.07,-5.61,5.61,180.71,0.013
2009-07-06 23:00:00,23,-0.62,-5.98,6.01,185.89,0.158
2009-07-07 00:00:00,24,-0.92,-5.8,5.87,188.97,0.303
2009-07-07 01:00:00,1,-0.5,-3.88,3.91,187.37,0.066
2009-07-07 02:00:00,2,-0.68,-2.96,3.04,192.96,0.013
2009-07-07 03:00:00,3,-0.57,-2.58,2.65,192.34,0.053
2009-07-07 04:00:00,4,-0.2,-2.61,2.61,184.5,0.092
2009-07-07 05:00:00,5,0.37,-2.84,2.86,172.64,0.053
2009-07-07 06:00:00,6,1.12,-3.1,3.29,160.12,0
2009-07-07 07:00:00,7,2,-3.23,3.8,148.16,0
2009-07-07 08:00:00,8,2.89,-3.25,4.35,138.35,0.013
2009-07-07 09:00:00,9,3.63,-3.23,4.86,131.64,0.145
2009-07-07 10:00:00,10,4.13,-3.23,5.24,128.05,0.092
2009-07-07 11:00:00,11,4.42,-3.3,5.52,126.74,0.145
2009-07-07 12:00:00,12,4.6,-3.49,5.78,127.17,0.092
2009-07-07 13:00:00,13,4.77,-3.82,6.11,128.73,0.092
2009-07-07 14:00:00,14,4.97,-4.17,6.49,129.99,0.105
2009-07-07 15:00:00,15,5.28,-4.38,6.87,129.67,0.145
2009-07-07 16:00:00,16,5.71,-4.36,7.18,127.35,0.25
2009-07-07 17:00:00,17,6.02,-4.21,7.35,124.94,0.158
2009-07-07 18:00:00,18,5.95,-4.11,7.23,124.62,0.184
2009-07-07 19:00:00,19,5.33,-4.17,6.76,128.06,0.263
2009-07-07 20:00:00,20,4.41,-4.26,6.13,133.98,0.158
2009-07-07 21:00:00,21,3.59,-4.18,5.51,139.36,0.118
2009-07-07 22:00:00,22,3.14,-3.81,4.94,140.48,0.105
2009-07-07 23:00:00,23,3.02,-3.29,4.46,137.38,0.053
2009-07-08 00:00:00,24,3.09,-2.82,4.19,132.37,0.039
2009-07-08 01:00:00,1,4.07,-3.09,5.11,127.19,0.026
2009-07-08 02:00:00,2,4.16,-3.07,5.17,126.44,0.013
2009-07-08 03:00:00,3,4.07,-3.22,5.19,128.34,0.039
2009-07-08 04:00:00,4,3.85,-3.45,5.17,131.85,0.066
2009-07-08 05:00:00,5,3.56,-3.63,5.08,135.51,0.118
2009-07-08 06:00:00,6,3.28,-3.61,4.87,137.76,0.355
2009-07-08 07:00:00,7,3.04,-3.31,4.5,137.43,0.224
2009-07-08 08:00:00,8,2.88,-2.94,4.12,135.53,0.079
2009-07-08 09:00:00,9,2.81,-2.75,3.93,134.4,0.026
2009-07-08 10:00:00,10,2.82,-2.94,4.07,136.17,0
2009-07-08 11:00:00,11,2.84,-3.34,4.38,139.58,0
2009-07-08 12:00:00,12,2.79,-3.7,4.63,143.04,0
2009-07-08 13:00:00,13,2.6,-3.85,4.65,145.96,0
2009-07-08 14:00:00,14,2.39,-3.84,4.52,148.13,0
2009-07-08 15:00:00,15,2.28,-3.8,4.43,148.99,0.013
2009-07-08 16:00:00,16,2.38,-3.81,4.49,148.08,0
2009-07-08 17:00:00,17,2.57,-3.87,4.65,146.4,0.013
2009-07-08 18:00:00,18,2.72,-3.92,4.77,145.18,0.053
2009-07-08 19:00:00,19,2.72,-3.92,4.77,145.23,0.053
2009-07-08 20:00:00,20,2.55,-3.87,4.63,146.62,0.066
2009-07-08 21:00:00,21,2.23,-3.77,4.38,149.42,0.066
2009-07-08 22:00:00,22,1.78,-3.64,4.05,153.94,0.079
2009-07-08 23:00:00,23,1.22,-3.48,3.68,160.63,0.053
2009-07-09 00:00:00,24,0.58,-3.29,3.34,170.07,0.039
2009-07-09 01:00:00,1,-0.45,-2.96,2.99,188.68,0.053
2009-07-09 02:00:00,2,-0.93,-2.57,2.73,199.85,0.066
2009-07-09 03:00:00,3,-1.36,-2.26,2.64,210.99,0.053
2009-07-09 04:00:00,4,-1.73,-1.99,2.63,221.05,0.039
2009-07-09 05:00:00,5,-2.01,-1.65,2.61,230.61,0.066
2009-07-09 06:00:00,6,-2.18,-1.16,2.47,241.93,0.053
2009-07-09 07:00:00,7,-2.22,-0.47,2.27,258.02,0.079
2009-07-09 08:00:00,8,-2.2,0.22,2.22,275.58,0.118
2009-07-09 09:00:00,9,-2.24,0.62,2.32,285.61,0.105
2009-07-09 10:00:00,10,-2.37,0.57,2.44,283.6,0.105
2009-07-09 11:00:00,11,-2.48,0.22,2.49,275.06,0.132
2009-07-09 12:00:00,12,-2.41,-0.19,2.41,265.42,0.092
2009-07-09 13:00:00,13,-2.02,-0.46,2.07,257.16,0.013
2009-07-09 14:00:00,14,-1.42,-0.55,1.52,248.93,0
2009-07-09 15:00:00,15,-0.73,-0.45,0.85,238.36,0
2009-07-09 16:00:00,16,-0.07,-0.2,0.21,198.88,0
2009-07-09 17:00:00,17,0.52,0.03,0.52,87.11,0.013
2009-07-09 18:00:00,18,1.03,0.04,1.03,88.04,0.053
2009-07-09 19:00:00,19,1.44,-0.31,1.47,102.28,0.066
2009-07-09 20:00:00,20,1.65,-0.92,1.89,119.11,0.039
2009-07-09 21:00:00,21,1.57,-1.63,2.26,136.02,0.026
2009-07-09 22:00:00,22,1.12,-2.26,2.52,153.61,0.026
2009-07-09 23:00:00,23,0.36,-2.56,2.59,172.04,0.026
2009-07-10 00:00:00,24,-0.62,-2.29,2.37,195.23,0.013
2009-07-10 01:00:00,1,-1.77,-0.54,1.85,252.88,0
2009-07-10 02:00:00,2,-2.53,0.41,2.56,279.14,0.013
2009-07-10 03:00:00,3,-2.77,1.27,3.05,294.63,0.092
2009-07-10 04:00:00,4,-2.66,2.02,3.34,307.25,0.25
2009-07-10 05:00:00,5,-2.37,2.59,3.5,317.56,0.355
2009-07-10 06:00:00,6,-2.09,2.89,3.57,324.11,0.329
2009-07-10 07:00:00,7,-1.98,2.9,3.52,325.63,0.355
2009-07-10 08:00:00,8,-2.01,2.78,3.44,324.16,0.382
2009-07-10 09:00:00,9,-2.09,2.75,3.45,322.73,0.276
2009-07-10 10:00:00,10,-2.14,2.95,3.64,324,0.25
2009-07-10 11:00:00,11,-2.06,3.31,3.9,328.09,0.224
2009-07-10 12:00:00,12,-1.75,3.7,4.09,334.76,0.105
2009-07-10 13:00:00,13,-1.13,4.03,4.18,344.38,0.039
2009-07-10 14:00:00,14,-0.24,4.25,4.26,356.78,0.039
2009-07-10 15:00:00,15,0.85,4.36,4.44,10.97,0.092
2009-07-10 16:00:00,16,2,4.37,4.81,24.62,0.132
2009-07-10 17:00:00,17,2.9,4.43,5.29,33.22,0.145
2009-07-10 18:00:00,18,3.13,4.67,5.63,33.85,0.289
2009-07-10 19:00:00,19,2.49,5.2,5.76,25.58,0.487
2009-07-10 20:00:00,20,1.42,5.77,5.94,13.83,0.382
2009-07-10 21:00:00,21,0.57,6.1,6.12,5.31,0.289
2009-07-10 22:00:00,22,0.39,5.98,5.99,3.74,0.289
2009-07-10 23:00:00,23,0.68,5.63,5.67,6.93,0.303
2009-07-11 00:00:00,24,1.07,5.35,5.45,11.29,0.263
2009-07-11 01:00:00,1,0.49,6.09,6.11,4.56,0.263
2009-07-11 02:00:00,2,0.46,6.15,6.16,4.24,0.342
2009-07-11 03:00:00,3,0.73,6.15,6.2,6.8,0.421
2009-07-11 04:00:00,4,1.23,6.09,6.21,11.41,0.447
2009-07-11 05:00:00,5,1.8,5.92,6.19,16.89,0.5
2009-07-11 06:00:00,6,2.28,5.63,6.08,22.07,0.513
2009-07-11 07:00:00,7,2.6,5.2,5.82,26.55,0.513
2009-07-11 08:00:00,8,2.92,4.6,5.45,32.42,0.566
2009-07-11 09:00:00,9,3.48,3.78,5.14,42.65,0.395
2009-07-11 10:00:00,10,4.41,2.8,5.23,57.56,0.25
2009-07-11 11:00:00,11,5.3,1.99,5.66,69.46,0.197
2009-07-11 12:00:00,12,5.64,1.74,5.9,72.86,0.026
2009-07-11 13:00:00,13,5.1,2.29,5.58,65.83,0.066
2009-07-11 14:00:00,14,4.14,3.17,5.22,52.62,0.092
2009-07-11 15:00:00,15,3.46,3.74,5.1,42.76,0.118
2009-07-11 16:00:00,16,3.52,3.53,4.98,44.91,0.145
2009-07-11 17:00:00,17,3.98,2.63,4.77,56.53,0.25
2009-07-11 18:00:00,18,4.31,1.3,4.5,73.19,0.224
2009-07-11 19:00:00,19,4.09,-0.23,4.1,93.28,0.158
2009-07-11 20:00:00,20,3.44,-1.88,3.92,118.63,0.118
2009-07-11 21:00:00,21,2.59,-3.57,4.42,144.05,0.197
2009-07-11 22:00:00,22,1.76,-5.23,5.51,161.41,0.618
2009-07-11 23:00:00,23,1.12,-6.63,6.72,170.43,0.737
2009-07-12 00:00:00,24,0.84,-7.55,7.59,173.68,0.592
2009-07-12 01:00:00,1,1.63,-7.66,7.83,167.97,0.342
2009-07-12 02:00:00,2,1.57,-7.36,7.52,167.99,0.368
2009-07-12 03:00:00,3,1.55,-6.64,6.81,166.85,0.434
2009-07-12 04:00:00,4,1.6,-5.63,5.85,164.16,0.408
2009-07-12 05:00:00,5,1.74,-4.51,4.83,158.85,0.382
2009-07-12 06:00:00,6,2.03,-3.46,4.01,149.52,0.263
2009-07-12 07:00:00,7,2.48,-2.62,3.61,136.52,0.224
2009-07-12 08:00:00,8,2.94,-1.93,3.52,123.25,0.105
2009-07-12 09:00:00,9,3.25,-1.3,3.5,111.75,0
2009-07-12 10:00:00,10,3.3,-0.64,3.36,100.94,0
2009-07-12 11:00:00,11,3.26,0.04,3.26,89.27,0.066
2009-07-12 12:00:00,12,3.38,0.71,3.46,78.11,0.105
2009-07-12 13:00:00,13,3.82,1.34,4.05,70.74,0.145
2009-07-12 14:00:00,14,4.41,1.83,4.78,67.47,0.211
2009-07-12 15:00:00,15,4.9,2.1,5.34,66.77,0.329
2009-07-12 16:00:00,16,5.1,2.09,5.52,67.69,0.316
2009-07-12 17:00:00,17,5.06,1.84,5.38,69.99,0.263
2009-07-12 18:00:00,18,4.88,1.42,5.08,73.74,0.197
2009-07-12 19:00:00,19,4.62,0.87,4.7,79.28,0.092
2009-07-12 20:00:00,20,4.14,0.11,4.14,88.45,0.053
2009-07-12 21:00:00,21,3.26,-0.98,3.4,106.79,0.039
2009-07-12 22:00:00,22,1.9,-2.43,3.09,142.01,0.026
2009-07-12 23:00:00,23,0.45,-3.87,3.9,173.35,0.026
2009-07-13 00:00:00,24,-0.58,-4.85,4.88,186.83,0.079
2009-07-13 01:00:00,1,-0.35,-4.34,4.35,184.56,0.066
2009-07-13 02:00:00,2,-0.38,-3.82,3.83,185.63,0.066
2009-07-13 03:00:00,3,0.01,-3.41,3.41,179.79,0.039
2009-07-13 04:00:00,4,0.69,-3.07,3.15,167.31,0.053
2009-07-13 05:00:00,5,1.5,-2.75,3.13,151.42,0.053
2009-07-13 06:00:00,6,2.26,-2.37,3.27,136.35,0.053
2009-07-13 07:00:00,7,2.84,-1.88,3.4,123.52,0.039
2009-07-13 08:00:00,8,3.3,-1.37,3.58,112.56,0.026
2009-07-13 09:00:00,9,3.75,-0.95,3.87,104.16,0.053
2009-07-13 10:00:00,10,4.26,-0.71,4.32,99.44,0.105
2009-07-13 11:00:00,11,4.74,-0.74,4.8,98.83,0.158
2009-07-13 12:00:00,12,5.09,-1.11,5.21,102.29,0.211
2009-07-13 13:00:00,13,5.21,-1.84,5.53,109.43,0.303
2009-07-13 14:00:00,14,5.12,-2.68,5.78,117.64,0.434
2009-07-13 15:00:00,15,4.85,-3.33,5.88,124.48,0.329
2009-07-13 16:00:00,16,4.44,-3.56,5.69,128.74,0.342
2009-07-13 17:00:00,17,3.96,-3.51,5.29,131.51,0.197
2009-07-13 18:00:00,18,3.5,-3.38,4.86,134.02,0.171
2009-07-13 19:00:00,19,3.09,-3.34,4.55,137.27,0.105
2009-07-13 20:00:00,20,2.65,-3.35,4.27,141.61,0.039
2009-07-13 21:00:00,21,2.08,-3.29,3.89,147.76,0.026
2009-07-13 22:00:00,22,1.32,-3.11,3.38,157.03,0.013
2009-07-13 23:00:00,23,0.63,-2.92,2.99,167.77,0.066
2009-07-14 00:00:00,24,0.34,-2.87,2.89,173.19,0.053
2009-07-14 01:00:00,1,1.81,-1.26,2.2,124.76,0
2009-07-14 02:00:00,2,1.86,-1.64,2.48,131.52,0.026
2009-07-14 03:00:00,3,2.02,-2.01,2.85,134.79,0.039
2009-07-14 04:00:00,4,2.25,-2.34,3.25,136.1,0.092
2009-07-14 05:00:00,5,2.46,-2.64,3.61,137.03,0.132
2009-07-14 06:00:00,6,2.54,-2.9,3.85,138.72,0.158
2009-07-14 07:00:00,7,2.45,-3.1,3.95,141.75,0.145
2009-07-14 08:00:00,8,2.27,-3.23,3.95,144.87,0.211
2009-07-14 09:00:00,9,2.16,-3.24,3.9,146.28,0.158
2009-07-14 10:00:00,10,2.22,-3.13,3.83,144.61,0.066
2009-07-14 11:00:00,11,2.37,-2.94,3.77,141.09,0
2009-07-14 12:00:00,12,2.5,-2.75,3.72,137.74,0
2009-07-14 13:00:00,13,2.54,-2.63,3.66,135.98,0
2009-07-14 14:00:00,14,2.56,-2.52,3.6,134.57,0
2009-07-14 15:00:00,15,2.68,-2.37,3.58,131.52,0
2009-07-14 16:00:00,16,2.96,-2.13,3.65,125.76,0.026
2009-07-14 17:00:00,17,3.28,-1.84,3.76,119.33,0.053
2009-07-14 18:00:00,18,3.45,-1.56,3.78,114.29,0.026
2009-07-14 19:00:00,19,3.34,-1.32,3.59,111.49,0.079
2009-07-14 20:00:00,20,2.98,-1.07,3.16,109.69,0.079
2009-07-14 21:00:00,21,2.41,-0.73,2.52,106.77,0.066
2009-07-14 22:00:00,22,1.7,-0.24,1.71,98.09,0.013
2009-07-14 23:00:00,23,0.91,0.35,0.98,68.87,0
2009-07-15 00:00:00,24,0.13,0.99,1,7.45,0
2009-07-15 01:00:00,1,-0.22,1.17,1.19,349.54,0
2009-07-15 02:00:00,2,-0.92,1.65,1.89,330.81,0
2009-07-15 03:00:00,3,-1.15,2.23,2.51,332.74,0.026
2009-07-15 04:00:00,4,-1.03,2.85,3.04,340.07,0.053
2009-07-15 05:00:00,5,-0.75,3.44,3.52,347.68,0.066
2009-07-15 06:00:00,6,-0.47,3.88,3.91,353.07,0.105
2009-07-15 07:00:00,7,-0.34,4.13,4.14,355.34,0.184
2009-07-15 08:00:00,8,-0.32,4.26,4.28,355.69,0.184
2009-07-15 09:00:00,9,-0.36,4.41,4.42,355.29,0.158
2009-07-15 10:00:00,10,-0.42,4.65,4.67,354.88,0.158
2009-07-15 11:00:00,11,-0.52,5.02,5.04,354.08,0.224
2009-07-15 12:00:00,12,-0.73,5.51,5.56,352.46,0.263
2009-07-15 13:00:00,13,-1.05,6.11,6.2,350.25,0.211
2009-07-15 14:00:00,14,-1.29,6.73,6.85,349.15,0.237
2009-07-15 15:00:00,15,-1.21,7.25,7.35,350.54,0.303
2009-07-15 16:00:00,16,-0.65,7.6,7.62,355.12,0.276
2009-07-15 17:00:00,17,0.21,7.73,7.73,1.57,0.276
2009-07-15 18:00:00,18,1.11,7.62,7.7,8.26,0.342
2009-07-15 19:00:00,19,1.83,7.31,7.54,14.07,0.474
2009-07-15 20:00:00,20,2.41,6.93,7.34,19.18,0.316
2009-07-15 21:00:00,21,2.93,6.68,7.29,23.64,0.434
2009-07-15 22:00:00,22,3.42,6.65,7.48,27.18,0.579
2009-07-15 23:00:00,23,3.77,6.58,7.58,29.8,0.474
2009-07-16 00:00:00,24,3.82,6.1,7.2,32.05,0.513
2009-07-16 01:00:00,1,0.86,5.34,5.4,9.12,0.303
2009-07-16 02:00:00,2,1.83,4.83,5.16,20.72,0.263
2009-07-16 03:00:00,3,2.78,4.37,5.18,32.48,0.395
2009-07-16 04:00:00,4,3.66,3.86,5.32,43.5,0.342
2009-07-16 05:00:00,5,4.4,3.01,5.33,55.66,0.197
2009-07-16 06:00:00,6,4.96,1.51,5.19,73.07,0.224
2009-07-16 07:00:00,7,5.27,-0.75,5.33,98.05,0.566
2009-07-16 08:00:00,8,5.18,-3.09,6.03,120.76,0.513
2009-07-16 09:00:00,9,4.52,-4.63,6.47,135.69,0.197
2009-07-16 10:00:00,10,3.25,-4.76,5.76,145.7,0.118
2009-07-16 11:00:00,11,1.89,-3.89,4.33,154.15,0.066
2009-07-16 12:00:00,12,1.09,-2.71,2.92,158.01,0.053
2009-07-16 13:00:00,13,1.31,-1.74,2.18,142.96,0.026
2009-07-16 14:00:00,14,2.16,-0.97,2.37,114.21,0.013
2009-07-16 15:00:00,15,3.03,-0.24,3.04,94.46,0.013
2009-07-16 16:00:00,16,3.47,0.55,3.51,80.96,0
2009-07-16 17:00:00,17,3.54,1.2,3.74,71.29,0
2009-07-16 18:00:00,18,3.48,1.45,3.77,67.43,0.026
2009-07-16 19:00:00,19,3.42,1.14,3.6,71.56,0.079
2009-07-16 20:00:00,20,3.23,0.59,3.29,79.63,0.25
2009-07-16 21:00:00,21,2.73,0.23,2.74,85.23,0.158
2009-07-16 22:00:00,22,1.81,0.3,1.84,80.5,0.105
2009-07-16 23:00:00,23,0.79,0.39,0.88,63.34,0.066
2009-07-17 00:00:00,24,0.06,-0.09,0.11,146.23,0.132
2009-07-17 01:00:00,1,2.04,-2.31,3.08,138.56,0.171
2009-07-17 02:00:00,2,0.65,-3.16,3.22,168.44,0.105
2009-07-17 03:00:00,3,-0.41,-2.84,2.87,188.24,0.066
2009-07-17 04:00:00,4,-1.15,-1.71,2.06,213.98,0.026
2009-07-17 05:00:00,5,-1.59,-0.21,1.6,262.43,0.013
2009-07-17 06:00:00,6,-1.71,1.2,2.09,305.13,0.053
2009-07-17 07:00:00,7,-1.55,2.18,2.67,324.65,0.066
2009-07-17 08:00:00,8,-1.2,2.81,3.05,336.82,0.092
