date,hors,u,v,ws,wd,wf3
2009-07-02 23:00:00,23,4.42,-3.72,5.78,130.03,0.366
2009-07-03 00:00:00,24,3.81,-3.98,5.51,136.25,0.415
2009-07-03 01:00:00,1,4.27,-3.3,5.4,127.64,0.267
2009-07-03 02:00:00,2,3.89,-3.08,4.96,128.33,0.138
2009-07-03 03:00:00,3,3.62,-3.18,4.82,131.25,0.128
2009-07-03 04:00:00,4,3.45,-3.46,4.88,135.1,0.178
2009-07-03 05:00:00,5,3.33,-3.71,4.99,138.04,0.267
2009-07-03 06:00:00,6,3.25,-3.7,4.93,138.65,0.227
2009-07-03 07:00:00,7,3.19,-3.29,4.58,135.87,0.208
2009-07-03 08:00:00,8,3.19,-2.73,4.2,130.57,0.178
2009-07-03 09:00:00,9,3.31,-2.36,4.07,125.54,0.158
2009-07-03 10:00:00,10,3.59,-2.45,4.34,124.3,0.168
2009-07-03 11:00:00,11,3.92,-2.87,4.86,126.2,0.138
2009-07-03 12:00:00,12,4.18,-3.43,5.4,129.39,0.099
2009-07-03 13:00:00,13,4.26,-3.95,5.81,132.83,0.148
2009-07-03 14:00:00,14,4.22,-4.32,6.04,135.7,0.168
2009-07-03 15:00:00,15,4.14,-4.47,6.1,137.21,0.267
2009-07-03 16:00:00,16,4.11,-4.37,6,136.72,0.336
2009-07-03 17:00:00,17,4.17,-4.12,5.86,134.69,0.237
2009-07-03 18:00:00,18,4.34,-3.91,5.84,132,0.099
2009-07-03 19:00:00,19,4.63,-3.85,6.02,129.73,0.128
2009-07-03 20:00:00,20,4.87,-3.87,6.22,128.46,0.188
2009-07-03 21:00:00,21,4.87,-3.86,6.21,128.39,0.188
2009-07-03 22:00:00,22,4.48,-3.72,5.83,129.71,0.049
2009-07-03 23:00:00,23,3.82,-3.48,5.16,132.3,0.049
2009-07-04 00:00:00,24,3.03,-3.14,4.36,136,0.148
2009-07-04 01:00:00,1,3.07,-3.16,4.4,135.8,0.079
2009-07-04 02:00:00,2,2.74,-2.83,3.94,135.97,0.089
2009-07-04 03:00:00,3,2.47,-2.66,3.63,137.14,0.168
2009-07-04 04:00:00,4,2.26,-2.6,3.44,138.97,0.148
2009-07-04 05:00:00,5,2.09,-2.56,3.3,140.78,0.04
2009-07-04 06:00:00,6,1.92,-2.45,3.11,141.89,0.059
2009-07-04 07:00:00,7,1.75,-2.22,2.83,141.71,0.326
2009-07-04 08:00:00,8,1.66,-1.99,2.59,140.22,0.346
2009-07-04 09:00:00,9,1.73,-1.92,2.59,138.02,0.455
2009-07-04 10:00:00,10,2.01,-2.12,2.92,136.45,0.257
2009-07-04 11:00:00,11,2.36,-2.45,3.41,136.1,0.247
2009-07-04 12:00:00,12,2.59,-2.77,3.79,136.86,0.049
2009-07-04 13:00:00,13,2.57,-2.91,3.88,138.63,0
2009-07-04 14:00:00,14,2.36,-2.89,3.73,140.79,0
2009-07-04 15:00:00,15,2.09,-2.72,3.44,142.46,0.01
2009-07-04 16:00:00,16,1.88,-2.46,3.1,142.55,0.03
2009-07-04 17:00:00,17,1.78,-2.2,2.83,141.03,0.059
2009-07-04 18:00:00,18,1.83,-2.08,2.77,138.7,0.089
2009-07-04 19:00:00,19,2.01,-2.13,2.93,136.59,0.109
2009-07-04 20:00:00,20,2.15,-2.03,2.96,133.24,0.119
2009-07-04 21:00:00,21,2.01,-1.35,2.42,123.95,0.099
2009-07-04 22:00:00,22,1.43,0.12,1.43,85.18,0.089
2009-07-04 23:00:00,23,0.62,1.85,1.95,18.39,0.069
2009-07-05 00:00:00,24,-0.12,3.12,3.12,357.74,0.079
2009-07-05 01:00:00,1,-0.36,1.4,1.45,345.45,0.059
2009-07-05 02:00:00,2,-0.33,1.91,1.94,350.16,0.059
2009-07-05 03:00:00,3,-0.01,2.18,2.18,359.73,0.069
2009-07-05 04:00:00,4,0.5,2.23,2.28,12.71,0.049
2009-07-05 05:00:00,5,1.08,2.08,2.35,27.4,0
2009-07-05 06:00:00,6,1.6,1.77,2.38,42.01,0
2009-07-05 07:00:00,7,1.95,1.33,2.36,55.76,0
2009-07-05 08:00:00,8,2.16,0.86,2.32,68.2,0
2009-07-05 09:00:00,9,2.27,0.52,2.33,77.18,0
2009-07-05 10:00:00,10,2.33,0.38,2.37,80.78,0
2009-07-05 11:00:00,11,2.34,0.36,2.37,81.25,0
2009-07-05 12:00:00,12,2.28,0.33,2.31,81.79,0
2009-07-05 13:00:00,13,2.16,0.19,2.17,84.89,0
2009-07-05 14:00:00,14,2.02,0.02,2.02,89.52,0
2009-07-05 15:00:00,15,1.89,-0.1,1.89,92.95,0
2009-07-05 16:00:00,16,1.81,-0.08,1.82,92.47,0.02
2009-07-05 17:00:00,17,1.77,0.02,1.77,89.41,0.069
2009-07-05 18:00:00,18,1.74,0.1,1.74,86.57,0.099
2009-07-05 19:00:00,19,1.69,0.14,1.69,85.32,0.138
2009-07-05 20:00:00,20,1.63,0.27,1.65,80.74,0.168
2009-07-05 21:00:00,21,1.58,0.68,1.72,66.78,0.168
2009-07-05 22:00:00,22,1.54,1.46,2.13,46.64,0.128
2009-07-05 23:00:00,23,1.48,2.26,2.7,33.29,0.119
2009-07-06 00:00:00,24,1.34,2.62,2.94,27.15,0.119
2009-07-06 01:00:00,1,0.41,-0.68,0.8,149.07,0.158
2009-07-06 02:00:00,2,-0.4,-1.71,1.76,192.98,0.168
2009-07-06 03:00:00,3,-0.52,-1.82,1.9,195.99,0.119
2009-07-06 04:00:00,4,-0.16,-1.32,1.33,187.04,0.128
2009-07-06 05:00:00,5,0.46,-0.64,0.79,144.31,0.257
2009-07-06 06:00:00,6,1.13,-0.25,1.16,102.62,0.079
2009-07-06 07:00:00,7,1.64,-0.46,1.7,105.6,0.03
2009-07-06 08:00:00,8,1.95,-0.96,2.17,116.26,0.03
2009-07-06 09:00:00,9,2.03,-1.31,2.41,122.82,0.049
2009-07-06 10:00:00,10,1.91,-1.17,2.24,121.47,0.119
2009-07-06 11:00:00,11,1.82,-0.7,1.95,111.18,0.069
2009-07-06 12:00:00,12,2.03,-0.2,2.04,95.63,0.128
2009-07-06 13:00:00,13,2.71,0.1,2.72,87.89,0.049
2009-07-06 14:00:00,14,3.67,0.11,3.67,88.34,0.069
2009-07-06 15:00:00,15,4.6,-0.23,4.6,92.87,0.326
2009-07-06 16:00:00,16,5.25,-0.91,5.33,99.8,0.405
2009-07-06 17:00:00,17,5.63,-1.7,5.88,106.81,0.366
2009-07-06 18:00:00,18,5.81,-2.34,6.27,111.94,0.316
2009-07-06 19:00:00,19,5.84,-2.62,6.4,114.16,0.247
2009-07-06 20:00:00,20,5.67,-2.59,6.23,114.58,0.217
2009-07-06 21:00:00,21,5.22,-2.38,5.73,114.48,0.277
2009-07-06 22:00:00,22,4.44,-2.12,4.92,115.52,0.128
2009-07-06 23:00:00,23,3.39,-2.1,3.99,121.78,0.059
2009-07-07 00:00:00,24,2.13,-2.62,3.38,140.81,0.03
2009-07-07 01:00:00,1,2.36,-2.36,3.34,134.94,0
2009-07-07 02:00:00,2,1.06,-3.34,3.51,162.37,0.02
2009-07-07 03:00:00,3,0.17,-3.62,3.63,177.26,0.336
2009-07-07 04:00:00,4,-0.34,-3.4,3.42,185.74,0.395
2009-07-07 05:00:00,5,-0.51,-2.9,2.94,190.01,0.237
2009-07-07 06:00:00,6,-0.36,-2.34,2.37,188.8,0.069
2009-07-07 07:00:00,7,0.07,-1.92,1.92,177.93,0
2009-07-07 08:00:00,8,0.7,-1.76,1.9,158.46,0.02
2009-07-07 09:00:00,9,1.42,-1.97,2.42,144.17,0.158
2009-07-07 10:00:00,10,2.14,-2.56,3.34,140.01,0.099
2009-07-07 11:00:00,11,2.8,-3.29,4.32,139.63,0.089
2009-07-07 12:00:00,12,3.32,-3.87,5.1,139.33,0.099
2009-07-07 13:00:00,13,3.68,-4.05,5.47,137.72,0.198
2009-07-07 14:00:00,14,4.03,-3.99,5.67,134.73,0.346
2009-07-07 15:00:00,15,4.54,-3.92,6,130.75,0.296
2009-07-07 16:00:00,16,5.31,-4.01,6.66,127.06,0.356
2009-07-07 17:00:00,17,5.96,-4.25,7.32,125.45,0.326
2009-07-07 18:00:00,18,6.02,-4.54,7.54,127.02,0.425
2009-07-07 19:00:00,19,5.16,-4.81,7.05,132.96,0.543
2009-07-07 20:00:00,20,3.74,-4.98,6.23,143.1,0.504
2009-07-07 21:00:00,21,2.25,-4.99,5.47,155.69,0.306
2009-07-07 22:00:00,22,1.09,-4.77,4.89,167.08,0.208
2009-07-07 23:00:00,23,0.23,-4.35,4.36,177.04,0.188
2009-07-08 00:00:00,24,-0.51,-3.78,3.81,187.67,0.089
2009-07-08 01:00:00,1,1.33,-3.34,3.59,158.24,0.04
2009-07-08 02:00:00,2,1.23,-2.95,3.2,157.35,0.03
2009-07-08 03:00:00,3,0.75,-2.7,2.8,164.5,0.01
2009-07-08 04:00:00,4,0.06,-2.56,2.56,178.7,0
2009-07-08 05:00:00,5,-0.6,-2.51,2.58,193.49,0
2009-07-08 06:00:00,6,-0.97,-2.52,2.7,201.08,0
2009-07-08 07:00:00,7,-0.88,-2.59,2.73,198.81,0.04
2009-07-08 08:00:00,8,-0.48,-2.68,2.72,190.18,0.079
2009-07-08 09:00:00,9,-0.01,-2.77,2.77,180.16,0.049
2009-07-08 10:00:00,10,0.34,-2.86,2.88,173.14,0.04
2009-07-08 11:00:00,11,0.55,-2.96,3.01,169.38,0.089
2009-07-08 12:00:00,12,0.64,-3.08,3.14,168.17,0.079
2009-07-08 13:00:00,13,0.64,-3.22,3.29,168.72,0.01
2009-07-08 14:00:00,14,0.6,-3.36,3.41,169.79,0
2009-07-08 15:00:00,15,0.59,-3.41,3.46,170.23,0
2009-07-08 16:00:00,16,0.63,-3.36,3.41,169.44,0
2009-07-08 17:00:00,17,0.64,-3.22,3.28,168.83,0
2009-07-08 18:00:00,18,0.51,-3.05,3.1,170.58,0.02
2009-07-08 19:00:00,19,0.16,-2.91,2.91,176.77,0.04
2009-07-08 20:00:00,20,-0.33,-2.8,2.82,186.63,0.059
2009-07-08 21:00:00,21,-0.86,-2.74,2.87,197.4,0.03
2009-07-08 22:00:00,22,-1.34,-2.73,3.04,206.22,0.02
2009-07-08 23:00:00,23,-1.72,-2.69,3.19,212.57,0.02
2009-07-09 00:00:00,24,-1.92,-2.53,3.18,217.22,0
2009-07-09 01:00:00,1,-1.81,-1.13,2.13,237.98,0
2009-07-09 02:00:00,2,-1.87,-1.05,2.15,240.84,0
2009-07-09 03:00:00,3,-1.85,-1.11,2.16,239.06,0
2009-07-09 04:00:00,4,-1.77,-1.27,2.18,234.34,0
2009-07-09 05:00:00,5,-1.67,-1.46,2.22,228.93,0
2009-07-09 06:00:00,6,-1.59,-1.59,2.25,225.04,0
2009-07-09 07:00:00,7,-1.56,-1.62,2.25,224,0
2009-07-09 08:00:00,8,-1.57,-1.59,2.24,224.67,0
2009-07-09 09:00:00,9,-1.61,-1.59,2.27,225.33,0.01
2009-07-09 10:00:00,10,-1.67,-1.66,2.35,225.09,0.01
2009-07-09 11:00:00,11,-1.75,-1.67,2.42,226.38,0.01
2009-07-09 12:00:00,12,-1.88,-1.45,2.38,232.47,0.01
2009-07-09 13:00:00,13,-2.08,-0.89,2.26,246.83,0
2009-07-09 14:00:00,14,-2.37,-0.15,2.37,266.29,0.01
2009-07-09 15:00:00,15,-2.77,0.54,2.82,281.14,0.02
2009-07-09 16:00:00,16,-3.28,1.02,3.43,287.35,0.04
2009-07-09 17:00:00,17,-3.77,1.26,3.97,288.5,0.079
2009-07-09 18:00:00,18,-4.07,1.27,4.27,287.27,0.119
2009-07-09 19:00:00,19,-4.09,1.08,4.23,284.79,0.148
2009-07-09 20:00:00,20,-3.93,0.82,4.02,281.82,0.168
2009-07-09 21:00:00,21,-3.77,0.64,3.82,279.65,0.188
2009-07-09 22:00:00,22,-3.72,0.63,3.77,279.7,0.188
2009-07-09 23:00:00,23,-3.72,0.74,3.8,281.17,0.168
2009-07-10 00:00:00,24,-3.7,0.83,3.79,282.66,0.158
2009-07-10 01:00:00,1,-2.71,1.11,2.93,292.34,0.188
2009-07-10 02:00:00,2,-2.79,1.11,3,291.73,0.227
2009-07-10 03:00:00,3,-2.9,1.1,3.11,290.76,0.188
2009-07-10 04:00:00,4,-3.03,1.08,3.22,289.53,0.128
2009-07-10 05:00:00,5,-3.1,0.99,3.26,287.74,0.119
2009-07-10 06:00:00,6,-3.05,0.81,3.16,284.79,0.128
2009-07-10 07:00:00,7,-2.84,0.5,2.88,280.03,0.138
2009-07-10 08:00:00,8,-2.57,0.23,2.58,275.01,0.128
2009-07-10 09:00:00,9,-2.4,0.16,2.4,273.76,0.079
2009-07-10 10:00:00,10,-2.4,0.42,2.44,280,0.119
2009-07-10 11:00:00,11,-2.46,0.93,2.63,290.69,0.099
2009-07-10 12:00:00,12,-2.39,1.53,2.84,302.51,0.04
2009-07-10 13:00:00,13,-2.07,2.09,2.94,315.29,0.01
2009-07-10 14:00:00,14,-1.52,2.59,3.01,329.55,0.04
2009-07-10 15:00:00,15,-0.85,3.04,3.16,344.32,0.04
2009-07-10 16:00:00,16,-0.17,3.43,3.43,357.14,0.03
2009-07-10 17:00:00,17,0.31,3.71,3.73,4.72,0.04
2009-07-10 18:00:00,18,0.34,3.84,3.85,5.03,0.04
2009-07-10 19:00:00,19,-0.21,3.78,3.78,356.8,0.03
2009-07-10 20:00:00,20,-1.04,3.63,3.78,344.08,0.03
2009-07-10 21:00:00,21,-1.72,3.51,3.91,333.92,0.01
2009-07-10 22:00:00,22,-1.94,3.52,4.02,331.16,0.02
2009-07-10 23:00:00,23,-1.74,3.65,4.05,334.49,0.049
2009-07-11 00:00:00,24,-1.27,3.87,4.07,341.85,0.128
2009-07-11 01:00:00,1,-3.14,2.27,3.87,305.82,0.217
2009-07-11 02:00:00,2,-2.46,2.94,3.83,320.09,0.247
2009-07-11 03:00:00,3,-1.12,3.58,3.75,342.68,0.257
2009-07-11 04:00:00,4,0.6,4.13,4.18,8.19,0.366
2009-07-11 05:00:00,5,2.29,4.48,5.03,27.03,0.464
2009-07-11 06:00:00,6,3.54,4.47,5.7,38.42,0.791
2009-07-11 07:00:00,7,4.07,4.04,5.74,45.21,0.711
2009-07-11 08:00:00,8,4.07,3.55,5.4,48.97,0.484
2009-07-11 09:00:00,9,3.86,3.4,5.15,48.59,0.415
2009-07-11 10:00:00,10,3.7,3.83,5.33,43.99,0.346
2009-07-11 11:00:00,11,3.68,4.19,5.58,41.3,0.395
2009-07-11 12:00:00,12,3.85,3.62,5.28,46.72,0.395
2009-07-11 13:00:00,13,4.18,1.65,4.5,68.52,0.178
2009-07-11 14:00:00,14,4.51,-0.68,4.56,98.63,0.099
2009-07-11 15:00:00,15,4.58,-1.94,4.97,112.93,0
2009-07-11 16:00:00,16,4.25,-1.15,4.4,105.13,0.089
2009-07-11 17:00:00,17,3.75,0.74,3.82,78.82,0.543
2009-07-11 18:00:00,18,3.39,2.33,4.12,55.49,0.455
2009-07-11 19:00:00,19,3.43,2.56,4.28,53.31,0.613
2009-07-11 20:00:00,20,3.91,1.72,4.27,66.28,0.346
2009-07-11 21:00:00,21,4.82,0.46,4.84,84.53,0.464
2009-07-11 22:00:00,22,6.01,-0.69,6.05,96.56,0.494
2009-07-11 23:00:00,23,6.8,-1.7,7.01,104.06,0.514
2009-07-12 00:00:00,24,6.37,-2.66,6.9,112.64,0.445
2009-07-12 01:00:00,1,2.94,-4.19,5.12,144.95,0.445
2009-07-12 02:00:00,2,0.72,-4.71,4.76,171.31,0.583
2009-07-12 03:00:00,3,-0.67,-4.69,4.74,188.13,0.623
2009-07-12 04:00:00,4,-1.42,-4.29,4.52,198.26,0.553
2009-07-12 05:00:00,5,-1.76,-3.68,4.08,205.47,0.168
2009-07-12 06:00:00,6,-1.94,-3.07,3.63,212.29,0.059
2009-07-12 07:00:00,7,-2.16,-2.59,3.37,219.85,0.03
2009-07-12 08:00:00,8,-2.33,-2.12,3.15,227.79,0
2009-07-12 09:00:00,9,-2.32,-1.48,2.75,237.51,0.049
2009-07-12 10:00:00,10,-2.02,-0.55,2.09,254.62,0.099
2009-07-12 11:00:00,11,-1.52,0.49,1.59,287.95,0.049
2009-07-12 12:00:00,12,-0.95,1.44,1.72,326.64,0.02
2009-07-12 13:00:00,13,-0.4,2.11,2.14,349.13,0
2009-07-12 14:00:00,14,0.18,2.47,2.47,4.18,0
2009-07-12 15:00:00,15,0.91,2.53,2.69,19.78,0.01
2009-07-12 16:00:00,16,1.85,2.34,2.99,38.41,0.02
2009-07-12 17:00:00,17,2.92,1.95,3.51,56.17,0.02
2009-07-12 18:00:00,18,3.96,1.46,4.22,69.71,0.059
2009-07-12 19:00:00,19,4.84,0.95,4.94,78.84,0.069
2009-07-12 20:00:00,20,5.39,0.53,5.42,84.43,0.04
2009-07-12 21:00:00,21,5.43,0.28,5.43,87.08,0.04
2009-07-12 22:00:00,22,4.86,0.23,4.87,87.32,0.01
2009-07-12 23:00:00,23,4.01,0.08,4.01,88.93,0.128
2009-07-13 00:00:00,24,3.26,-0.56,3.31,99.82,0.198
2009-07-13 01:00:00,1,3.23,-2.93,4.36,132.21,0.198
2009-07-13 02:00:00,2,3.15,-3.67,4.83,139.35,0.198
2009-07-13 03:00:00,3,2.67,-3.91,4.74,145.7,0.119
2009-07-13 04:00:00,4,1.97,-3.79,4.27,152.61,0.119
2009-07-13 05:00:00,5,1.27,-3.44,3.67,159.74,0.435
2009-07-13 06:00:00,6,0.84,-3.01,3.13,164.43,0.484
2009-07-13 07:00:00,7,0.84,-2.62,2.75,162.2,0.287
2009-07-13 08:00:00,8,1.13,-2.31,2.57,153.96,0.198
2009-07-13 09:00:00,9,1.47,-2.09,2.56,144.97,0.148
2009-07-13 10:00:00,10,1.68,-1.99,2.6,139.88,0.069
2009-07-13 11:00:00,11,1.74,-1.96,2.62,138.41,0.059
2009-07-13 12:00:00,12,1.68,-1.96,2.58,139.32,0.01
2009-07-13 13:00:00,13,1.56,-1.95,2.5,141.26,0
2009-07-13 14:00:00,14,1.52,-1.9,2.43,141.4,0
2009-07-13 15:00:00,15,1.71,-1.79,2.47,136.38,0
2009-07-13 16:00:00,16,2.24,-1.63,2.76,126.04,0.02
2009-07-13 17:00:00,17,2.94,-1.49,3.29,116.82,0.079
2009-07-13 18:00:00,18,3.59,-1.47,3.88,112.32,0.128
2009-07-13 19:00:00,19,3.97,-1.64,4.3,112.39,0.208
2009-07-13 20:00:00,20,3.97,-1.81,4.36,114.58,0.227
2009-07-13 21:00:00,21,3.44,-1.78,3.88,117.37,0.148
2009-07-13 22:00:00,22,2.39,-1.43,2.78,120.8,0.138
2009-07-13 23:00:00,23,1.18,-1.03,1.56,131.06,0.109
2009-07-14 00:00:00,24,0.27,-0.97,1.01,164.54,0.04
2009-07-14 01:00:00,1,0.33,-1.73,1.76,169.02,0.03
2009-07-14 02:00:00,2,0.56,-2.5,2.56,167.43,0.079
2009-07-14 03:00:00,3,1.03,-2.95,3.12,160.78,0.109
2009-07-14 04:00:00,4,1.62,-3.15,3.55,152.77,0.198
2009-07-14 05:00:00,5,2.17,-3.18,3.85,145.66,0.504
2009-07-14 06:00:00,6,2.49,-3.09,3.97,141.11,0.573
2009-07-14 07:00:00,7,2.46,-2.96,3.85,140.25,0.366
2009-07-14 08:00:00,8,2.17,-2.88,3.6,143,0.227
2009-07-14 09:00:00,9,1.75,-2.92,3.41,149.13,0.109
2009-07-14 10:00:00,10,1.34,-3.14,3.41,156.98,0.128
2009-07-14 11:00:00,11,1.04,-3.38,3.54,162.91,0.227
2009-07-14 12:00:00,12,0.96,-3.44,3.57,164.37,0.079
2009-07-14 13:00:00,13,1.15,-3.17,3.37,160.05,0.04
2009-07-14 14:00:00,14,1.46,-2.7,3.07,151.6,0
2009-07-14 15:00:00,15,1.69,-2.2,2.78,142.5,0
2009-07-14 16:00:00,16,1.7,-1.81,2.49,136.81,0.01
2009-07-14 17:00:00,17,1.61,-1.52,2.21,133.41,0.01
2009-07-14 18:00:00,18,1.58,-1.27,2.02,128.84,0.049
2009-07-14 19:00:00,19,1.71,-1,1.98,120.42,0.099
2009-07-14 20:00:00,20,1.81,-0.63,1.91,109.29,0.128
2009-07-14 21:00:00,21,1.58,-0.05,1.58,91.72,0.208
2009-07-14 22:00:00,22,0.85,0.79,1.16,47.1,0.119
2009-07-14 23:00:00,23,-0.07,1.7,1.7,357.79,0.138
2009-07-15 00:00:00,24,-0.77,2.42,2.54,342.32,0.099
2009-07-15 01:00:00,1,0.47,2.09,2.14,12.57,0.059
2009-07-15 02:00:00,2,0.57,2.38,2.45,13.41,0.049
2009-07-15 03:00:00,3,0.45,2.54,2.58,9.98,0.04
2009-07-15 04:00:00,4,0.17,2.6,2.6,3.84,0.049
2009-07-15 05:00:00,5,-0.16,2.59,2.59,356.57,0.059
2009-07-15 06:00:00,6,-0.44,2.54,2.58,350.15,0.109
2009-07-15 07:00:00,7,-0.61,2.49,2.57,346.18,0.089
2009-07-15 08:00:00,8,-0.72,2.51,2.61,343.91,0.069
2009-07-15 09:00:00,9,-0.85,2.66,2.79,342.24,0.099
2009-07-15 10:00:00,10,-1.05,2.99,3.17,340.64,0.138
2009-07-15 11:00:00,11,-1.28,3.49,3.72,339.91,0.217
2009-07-15 12:00:00,12,-1.45,4.1,4.34,340.54,0.158
2009-07-15 13:00:00,13,-1.5,4.76,4.99,342.55,0.119
2009-07-15 14:00:00,14,-1.4,5.47,5.64,345.67,0.128
2009-07-15 15:00:00,15,-1.13,6.2,6.3,349.71,0.109
2009-07-15 16:00:00,16,-0.65,6.88,6.91,354.64,0.109
2009-07-15 17:00:00,17,0.15,7.24,7.24,1.22,0.109
2009-07-15 18:00:00,18,1.4,6.94,7.08,11.44,0.089
2009-07-15 19:00:00,19,3.09,5.81,6.59,28.02,0.316
2009-07-15 20:00:00,20,4.64,4.44,6.43,46.26,0.415
2009-07-15 21:00:00,21,5.33,3.58,6.42,56.13,0.474
2009-07-15 22:00:00,22,4.7,3.71,5.99,51.75,0.455
2009-07-15 23:00:00,23,3.37,4.25,5.42,38.37,0.543
2009-07-16 00:00:00,24,2.21,4.38,4.9,26.79,0.672
2009-07-16 01:00:00,1,3.25,3.61,4.86,41.94,0.81
2009-07-16 02:00:00,2,3.53,3.48,4.96,45.45,0.711
2009-07-16 03:00:00,3,3.84,3.03,4.89,51.72,0.603
2009-07-16 04:00:00,4,4.15,2.36,4.77,60.33,0.543
2009-07-16 05:00:00,5,4.41,1.54,4.67,70.8,0.583
2009-07-16 06:00:00,6,4.61,0.62,4.65,82.37,0.543
2009-07-16 07:00:00,7,4.7,-0.31,4.71,93.77,0.514
2009-07-16 08:00:00,8,4.68,-1.06,4.8,102.74,0.613
2009-07-16 09:00:00,9,4.57,-1.42,4.78,107.27,0.711
2009-07-16 10:00:00,10,4.38,-1.27,4.56,106.15,0.375
2009-07-16 11:00:00,11,4.26,-0.82,4.34,100.92,0.484
2009-07-16 12:00:00,12,4.37,-0.38,4.38,94.99,0.375
2009-07-16 13:00:00,13,4.8,-0.17,4.8,92.07,0.148
2009-07-16 14:00:00,14,5.43,-0.13,5.43,91.4,0.109
2009-07-16 15:00:00,15,6.08,-0.12,6.09,91.15,0.119
2009-07-16 16:00:00,16,6.6,-0.03,6.6,90.27,0.158
2009-07-16 17:00:00,17,6.97,0.13,6.97,88.95,0.425
2009-07-16 18:00:00,18,7.2,0.32,7.21,87.49,0.593
2009-07-16 19:00:00,19,7.3,0.48,7.32,86.26,0.563
2009-07-16 20:00:00,20,7.32,0.5,7.33,86.08,0.563
2009-07-16 21:00:00,21,7.29,0.26,7.3,87.96,0.652
2009-07-16 22:00:00,22,7.25,-0.31,7.25,92.42,0.563
2009-07-16 23:00:00,23,7.06,-1.01,7.13,98.12,0.603
2009-07-17 00:00:00,24,6.58,-1.58,6.76,103.54,0.692
2009-07-17 01:00:00,1,5.33,-1.25,5.48,103.23,0.573
2009-07-17 02:00:00,2,4.46,-1.28,4.64,106.01,0.435
2009-07-17 03:00:00,3,3.66,-0.77,3.74,101.81,0.326
2009-07-17 04:00:00,4,2.99,0.11,2.99,87.95,0.099
2009-07-17 05:00:00,5,2.57,1.1,2.8,66.79,0.099
2009-07-17 06:00:00,6,2.55,1.97,3.22,52.23,0.089
2009-07-17 07:00:00,7,2.98,2.54,3.92,49.62,0.267
2009-07-17 08:00:00,8,3.64,2.86,4.63,51.89,0.01
